VendorNumber,VendorName,Brand,Description,TotalPurchaseQuantity,TotalPurchaseDollars,PurchasePrice,ActualPrice,Volume,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,20.0,299.8,164.89,15.76,123880.97,289.02,96.40427,20.0,27.81076
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,45.0,674.55,224.85,35.45,123880.97,663.77,98.4019,45.0,62.57421
90011,FORTUNE WINE BROKERS LLC,2572,Tatoosh Whiskey,9.0,327.78,36.42,50.99,750,7.0,356.93,152.97,5.51,238.61,29.15,8.16687,0.77778,1.08893
90011,FORTUNE WINE BROKERS LLC,2572,Tatoosh Whiskey,9.0,327.78,36.42,50.99,750,7.0,356.93,152.97,5.51,238.61,29.15,8.16687,0.77778,1.08893
90047,CRUSH WINES,11801,Arabella Chard,12.0,87.36,7.28,10.99,750,12.0,131.88,10.99,1.35,1457.73,44.52,33.75796,1.0,1.50962
90047,CRUSH WINES,11801,Arabella Chard,12.0,87.36,7.28,10.99,750,12.0,131.88,10.99,1.35,1457.73,44.52,33.75796,1.0,1.50962
3960,DIAGEO NORTH AMERICA INC,4173,Capt Morgan Spiced Rum 100,44.0,34.76,0.79,0.99,50,17.0,42.33,17.43,0.87,257032.07,7.57,17.8833,0.38636,1.21778
3960,DIAGEO NORTH AMERICA INC,4173,Capt Morgan Spiced Rum 100,44.0,34.76,0.79,0.99,50,61.0,103.89,6.96,3.2,257032.07,69.13,66.54153,1.38636,2.98878
3960,DIAGEO NORTH AMERICA INC,4173,Capt Morgan Spiced Rum 100,44.0,34.76,0.79,0.99,50,17.0,42.33,17.43,0.87,257032.07,7.57,17.8833,0.38636,1.21778
3960,DIAGEO NORTH AMERICA INC,4173,Capt Morgan Spiced Rum 100,44.0,34.76,0.79,0.99,50,65.0,107.85,9.93,3.4,257032.07,73.09,67.77005,1.47727,3.1027
4425,MARTIGNETTI COMPANIES,2806,Atholl Brose Scotch Liqueur,6.0,239.1,39.85,54.99,750,6.0,329.94,54.99,4.72,144929.24,90.84,27.53228,1.0,1.37992
4425,MARTIGNETTI COMPANIES,2806,Atholl Brose Scotch Liqueur,6.0,239.1,39.85,54.99,750,6.0,329.94,54.99,4.72,144929.24,90.84,27.53228,1.0,1.37992
4425,MARTIGNETTI COMPANIES,11395,Cadaretta Svgn Bl Semillon C,12.0,187.68,15.64,22.99,750,9.0,206.91,22.99,1.01,144929.24,19.23,9.2939,0.75,1.10246
4425,MARTIGNETTI COMPANIES,11395,Cadaretta Svgn Bl Semillon C,12.0,187.68,15.64,22.99,750,9.0,206.91,22.99,1.01,144929.24,19.23,9.2939,0.75,1.10246
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,1.0,156.46,156.46,229.99,750,1.0,229.99,229.99,0.11,144929.24,73.53,31.97096,1.0,1.46996
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,1.0,156.46,156.46,229.99,750,2.0,459.98,459.98,0.22,144929.24,303.52,65.98548,2.0,2.93992
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,1.0,156.46,156.46,229.99,750,3.0,689.97,459.98,0.33,144929.24,533.51,77.32365,3.0,4.40988
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,1.0,156.46,156.46,229.99,750,1.0,229.99,229.99,0.11,144929.24,73.53,31.97096,1.0,1.46996
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,1.0,156.46,156.46,229.99,750,1.0,229.99,229.99,0.11,144929.24,73.53,31.97096,1.0,1.46996
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,1.0,156.46,156.46,229.99,750,2.0,459.98,229.99,0.22,144929.24,303.52,65.98548,2.0,2.93992
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,1.0,156.46,156.46,229.99,750,1.0,229.99,229.99,0.11,144929.24,73.53,31.97096,1.0,1.46996
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,1.0,156.46,156.46,229.99,750,3.0,689.97,689.97,0.33,144929.24,533.51,77.32365,3.0,4.40988
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,1.0,156.46,156.46,229.99,750,3.0,689.97,459.98,0.33,144929.24,533.51,77.32365,3.0,4.40988
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,1.0,156.46,156.46,229.99,750,1.0,229.99,229.99,0.11,144929.24,73.53,31.97096,1.0,1.46996
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,1.0,156.46,156.46,229.99,750,3.0,689.97,459.98,0.33,144929.24,533.51,77.32365,3.0,4.40988
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,1.0,156.46,156.46,229.99,750,1.0,229.99,229.99,0.11,144929.24,73.53,31.97096,1.0,1.46996
4692,KOBRAND CORPORATION,24732,Masi Serego Alighieri Vaio A,12.0,494.04,41.17,62.99,750,10.0,629.9,251.96,1.12,9139.38,135.86,21.5685,0.83333,1.275
4692,KOBRAND CORPORATION,24732,Masi Serego Alighieri Vaio A,12.0,494.04,41.17,62.99,750,11.0,692.89,314.95,1.23,9139.38,198.85,28.69864,0.91667,1.4025
7153,PINE STATE TRADING CO,20608,Villa Fassini Sangio/Cab,12.0,57.96,4.83,7.49,750,12.0,89.88,7.49,1.35,15884.82,31.92,35.51402,1.0,1.55072
7153,PINE STATE TRADING CO,20608,Villa Fassini Sangio/Cab,12.0,57.96,4.83,7.49,750,12.0,89.88,7.49,1.35,15884.82,31.92,35.51402,1.0,1.55072
7749,R.P.IMPORTS INC,19618,Ch Lafon-Rochet St Estphe 10,37.0,1980.98,53.54,82.99,750,27.0,2240.73,497.94,3.02,91.5,259.75,11.5922,0.72973,1.13112
8892,TRINCHERO FAMILY ESTATES,12774,Joel Gott Rsl Columbia Vly,12.0,100.56,8.38,12.99,750,12.0,155.88,12.99,1.35,11595.97,55.32,35.48884,1.0,1.55012
8892,TRINCHERO FAMILY ESTATES,12774,Joel Gott Rsl Columbia Vly,12.0,100.56,8.38,12.99,750,12.0,155.88,12.99,1.35,11595.97,55.32,35.48884,1.0,1.55012
9165,ULTRA BEVERAGE COMPANY LLP,22624,A Bichot Merc Champs M,1.0,28.1,28.1,42.99,750,1.0,42.99,42.99,0.11,68054.7,14.89,34.63596,1.0,1.52989
9165,ULTRA BEVERAGE COMPANY LLP,22624,A Bichot Merc Champs M,1.0,28.1,28.1,42.99,750,11.0,472.89,214.95,1.23,68054.7,444.79,94.05781,11.0,16.82883
9165,ULTRA BEVERAGE COMPANY LLP,22624,A Bichot Merc Champs M,1.0,28.1,28.1,42.99,750,1.0,42.99,42.99,0.11,68054.7,14.89,34.63596,1.0,1.52989
9165,ULTRA BEVERAGE COMPANY LLP,22624,A Bichot Merc Champs M,1.0,28.1,28.1,42.99,750,11.0,472.89,214.95,1.23,68054.7,444.79,94.05781,11.0,16.82883
9552,M S WALKER INC,21267,Latour 13 Cuvee Bourgog Blnc,65.0,692.9,10.66,15.99,750,77.0,1231.23,239.85,8.64,55551.82,538.33,43.72294,1.18462,1.77692
9552,M S WALKER INC,21267,Latour 13 Cuvee Bourgog Blnc,65.0,692.9,10.66,15.99,750,93.0,1487.07,687.57,10.35,55551.82,794.17,53.40502,1.43077,2.14615
9552,M S WALKER INC,21267,Latour 13 Cuvee Bourgog Blnc,65.0,692.9,10.66,15.99,750,61.0,975.39,591.63,6.77,55551.82,282.49,28.96175,0.93846,1.40769
9552,M S WALKER INC,21267,Latour 13 Cuvee Bourgog Blnc,65.0,692.9,10.66,15.99,750,169.0,2702.31,1311.18,18.84,55551.82,2009.41,74.35897,2.6,3.9
9552,M S WALKER INC,21267,Latour 13 Cuvee Bourgog Blnc,65.0,692.9,10.66,15.99,750,92.0,1471.08,319.8,10.32,55551.82,778.18,52.89855,1.41538,2.12308
9552,M S WALKER INC,21267,Latour 13 Cuvee Bourgog Blnc,65.0,692.9,10.66,15.99,750,92.0,1471.08,799.5,10.21,55551.82,778.18,52.89855,1.41538,2.12308
9552,M S WALKER INC,21267,Latour 13 Cuvee Bourgog Blnc,65.0,692.9,10.66,15.99,750,93.0,1487.07,719.55,10.36,55551.82,794.17,53.40502,1.43077,2.14615
9552,M S WALKER INC,21267,Latour 13 Cuvee Bourgog Blnc,65.0,692.9,10.66,15.99,750,123.0,1966.77,991.38,13.71,55551.82,1273.87,64.76965,1.89231,2.83846
9552,M S WALKER INC,29181,Cantele Primitivo Salento,48.0,456.96,9.52,13.99,750,36.0,503.64,55.96,4.05,55551.82,46.68,9.26853,0.75,1.10215
9552,M S WALKER INC,29181,Cantele Primitivo Salento,48.0,456.96,9.52,13.99,750,36.0,503.64,55.96,4.05,55551.82,46.68,9.26853,0.75,1.10215
10754,PERFECTA WINES,24195,Casa E Mirafiori Barb d'Alba,12.0,195.96,16.33,27.99,750,9.0,248.91,108.96,1.01,28720.52,52.95,21.27275,0.75,1.27021
10754,PERFECTA WINES,24195,Casa E Mirafiori Barb d'Alba,12.0,195.96,16.33,27.99,750,9.0,248.91,108.96,1.01,28720.52,52.95,21.27275,0.75,1.27021
12546,JIM BEAM BRANDS COMPANY,954,Pinnacle Blueberry Vodka,11.0,102.85,9.35,12.99,1000,11.0,142.89,12.99,11.55,123880.97,40.04,28.02156,1.0,1.3893
12546,JIM BEAM BRANDS COMPANY,954,Pinnacle Blueberry Vodka,11.0,102.85,9.35,12.99,1000,11.0,142.89,12.99,11.55,123880.97,40.04,28.02156,1.0,1.3893
90047,CRUSH WINES,17069,Tangent Albarino,13.0,97.63,7.51,11.49,750,27.0,310.23,149.37,3.01,1457.73,212.6,68.5298,2.07692,3.17761
90047,CRUSH WINES,17069,Tangent Albarino,13.0,97.63,7.51,11.49,750,33.0,379.17,218.31,3.68,1457.73,281.54,74.25165,2.53846,3.88374
90047,CRUSH WINES,17069,Tangent Albarino,13.0,97.63,7.51,11.49,750,12.0,137.88,103.41,1.32,1457.73,40.25,29.19205,0.92308,1.41227
90047,CRUSH WINES,17069,Tangent Albarino,13.0,97.63,7.51,11.49,750,17.0,195.33,91.92,1.9,1457.73,97.7,50.01792,1.30769,2.00072
90047,CRUSH WINES,17069,Tangent Albarino,13.0,97.63,7.51,11.49,750,9.0,103.41,80.43,0.99,1457.73,5.78,5.5894,0.69231,1.0592
90047,CRUSH WINES,17069,Tangent Albarino,13.0,97.63,7.51,11.49,750,17.0,195.33,91.92,1.89,1457.73,97.7,50.01792,1.30769,2.00072
90047,CRUSH WINES,17069,Tangent Albarino,13.0,97.63,7.51,11.49,750,19.0,218.31,172.35,2.1,1457.73,120.68,55.27919,1.46154,2.2361
90047,CRUSH WINES,17069,Tangent Albarino,13.0,97.63,7.51,11.49,750,27.0,310.23,149.37,3.01,1457.73,212.6,68.5298,2.07692,3.17761
90047,CRUSH WINES,17069,Tangent Albarino,13.0,97.63,7.51,11.49,750,33.0,379.17,218.31,3.68,1457.73,281.54,74.25165,2.53846,3.88374
90047,CRUSH WINES,17069,Tangent Albarino,13.0,97.63,7.51,11.49,750,12.0,137.88,103.41,1.32,1457.73,40.25,29.19205,0.92308,1.41227
90047,CRUSH WINES,17069,Tangent Albarino,13.0,97.63,7.51,11.49,750,17.0,195.33,91.92,1.9,1457.73,97.7,50.01792,1.30769,2.00072
90047,CRUSH WINES,17069,Tangent Albarino,13.0,97.63,7.51,11.49,750,9.0,103.41,80.43,0.99,1457.73,5.78,5.5894,0.69231,1.0592
90047,CRUSH WINES,17069,Tangent Albarino,13.0,97.63,7.51,11.49,750,17.0,195.33,91.92,1.89,1457.73,97.7,50.01792,1.30769,2.00072
90047,CRUSH WINES,17069,Tangent Albarino,13.0,97.63,7.51,11.49,750,19.0,218.31,172.35,2.1,1457.73,120.68,55.27919,1.46154,2.2361
480,BACARDI USA INC,4028,Bacardi Artic Grape Rum,12.0,95.88,7.99,11.99,750,12.0,167.88,13.99,9.45,89286.27,72.0,42.88778,1.0,1.75094
480,BACARDI USA INC,4028,Bacardi Artic Grape Rum,12.0,95.88,7.99,11.99,750,12.0,167.88,13.99,9.45,89286.27,72.0,42.88778,1.0,1.75094
2000,SOUTHERN WINE & SPIRITS NE,19684,Ch Magdelaine 10 St Emilion,6.0,455.16,75.86,109.99,750,7.0,769.93,549.95,0.77,19016.59,314.77,40.88294,1.16667,1.69156
2000,SOUTHERN WINE & SPIRITS NE,19684,Ch Magdelaine 10 St Emilion,6.0,455.16,75.86,109.99,750,5.0,549.95,109.99,0.56,19016.59,94.79,17.23611,0.83333,1.20826
2000,SOUTHERN WINE & SPIRITS NE,19684,Ch Magdelaine 10 St Emilion,6.0,455.16,75.86,109.99,750,13.0,1429.87,659.94,1.45,19016.59,974.71,68.16774,2.16667,3.14147
2000,SOUTHERN WINE & SPIRITS NE,19684,Ch Magdelaine 10 St Emilion,6.0,455.16,75.86,109.99,750,5.0,549.95,109.99,0.56,19016.59,94.79,17.23611,0.83333,1.20826
2000,SOUTHERN WINE & SPIRITS NE,19684,Ch Magdelaine 10 St Emilion,6.0,455.16,75.86,109.99,750,7.0,769.93,219.98,0.79,19016.59,314.77,40.88294,1.16667,1.69156
2000,SOUTHERN WINE & SPIRITS NE,19969,Ch D'Issan 10 Brdx,5.0,409.05,81.81,125.99,750,4.0,503.96,125.99,0.45,19016.59,94.91,18.83284,0.8,1.23203
2000,SOUTHERN WINE & SPIRITS NE,19969,Ch D'Issan 10 Brdx,5.0,409.05,81.81,125.99,750,14.0,1763.86,251.98,1.57,19016.59,1354.81,76.80938,2.8,4.31209
2000,SOUTHERN WINE & SPIRITS NE,19969,Ch D'Issan 10 Brdx,5.0,409.05,81.81,125.99,750,17.0,2141.83,251.98,1.91,19016.59,1732.78,80.90185,3.4,5.23611
2000,SOUTHERN WINE & SPIRITS NE,19969,Ch D'Issan 10 Brdx,5.0,409.05,81.81,125.99,750,7.0,881.93,377.97,0.78,19016.59,472.88,53.61877,1.4,2.15604
2000,SOUTHERN WINE & SPIRITS NE,19969,Ch D'Issan 10 Brdx,5.0,409.05,81.81,125.99,750,14.0,1763.86,251.98,1.57,19016.59,1354.81,76.80938,2.8,4.31209
2000,SOUTHERN WINE & SPIRITS NE,19969,Ch D'Issan 10 Brdx,5.0,409.05,81.81,125.99,750,17.0,2141.83,251.98,1.91,19016.59,1732.78,80.90185,3.4,5.23611
2000,SOUTHERN WINE & SPIRITS NE,20060,Ch Troplong Mondot 10 Brdx,3.0,479.97,159.99,239.99,750,3.0,719.97,239.99,0.34,19016.59,240.0,33.33472,1.0,1.50003
2000,SOUTHERN WINE & SPIRITS NE,20060,Ch Troplong Mondot 10 Brdx,3.0,479.97,159.99,239.99,750,3.0,719.97,239.99,0.34,19016.59,240.0,33.33472,1.0,1.50003
2000,SOUTHERN WINE & SPIRITS NE,23338,Ch Talbot St Julien 11 GC,4.0,141.92,35.48,54.99,750,5.0,274.95,164.97,0.56,19016.59,133.03,48.38334,1.25,1.93736
2000,SOUTHERN WINE & SPIRITS NE,23338,Ch Talbot St Julien 11 GC,4.0,141.92,35.48,54.99,750,5.0,274.95,164.97,0.56,19016.59,133.03,48.38334,1.25,1.93736
3960,DIAGEO NORTH AMERICA INC,8606,Baileys Espresso Creme,7144.0,5215.12,0.73,0.99,50,5617.0,5560.83,829.62,294.27,257032.07,345.71,6.21688,0.78625,1.06629
4425,MARTIGNETTI COMPANIES,21287,Foley Johnson Cab Svgn,118.0,1820.74,15.43,22.99,750,131.0,3011.69,1264.45,14.58,144929.24,1190.95,39.54424,1.11017,1.6541
7153,PINE STATE TRADING CO,21413,Ch de Berne Rose,14.0,144.76,10.34,19.99,750,16.0,239.84,14.99,1.8,15884.82,95.08,39.6431,1.14286,1.65681
7153,PINE STATE TRADING CO,21413,Ch de Berne Rose,14.0,144.76,10.34,19.99,750,16.0,239.84,14.99,1.8,15884.82,95.08,39.6431,1.14286,1.65681
8004,SAZERAC CO INC,2977,Concannon Irish Whiskey,12.0,206.16,17.18,21.99,750,12.0,263.88,21.99,9.45,50293.62,57.72,21.87358,1.0,1.27998
8004,SAZERAC CO INC,2977,Concannon Irish Whiskey,12.0,206.16,17.18,21.99,750,12.0,263.88,21.99,9.45,50293.62,57.72,21.87358,1.0,1.27998
9165,ULTRA BEVERAGE COMPANY LLP,23383,Vivanco Rioja Rsva 08,91.0,1044.68,11.48,16.99,750,106.0,1800.94,696.59,11.83,68054.7,756.26,41.99252,1.16484,1.72392
9165,ULTRA BEVERAGE COMPANY LLP,23383,Vivanco Rioja Rsva 08,91.0,1044.68,11.48,16.99,750,106.0,1800.94,1121.34,11.77,68054.7,756.26,41.99252,1.16484,1.72392
9165,ULTRA BEVERAGE COMPANY LLP,23383,Vivanco Rioja Rsva 08,91.0,1044.68,11.48,16.99,750,152.0,2582.48,1308.23,16.92,68054.7,1537.8,59.54741,1.67033,2.47203
9165,ULTRA BEVERAGE COMPANY LLP,23383,Vivanco Rioja Rsva 08,91.0,1044.68,11.48,16.99,750,240.0,4077.6,2276.66,26.64,68054.7,3032.92,74.38003,2.63736,3.9032
9165,ULTRA BEVERAGE COMPANY LLP,23383,Vivanco Rioja Rsva 08,91.0,1044.68,11.48,16.99,750,111.0,1885.89,764.55,12.38,68054.7,841.21,44.60546,1.21978,1.80523
9165,ULTRA BEVERAGE COMPANY LLP,23383,Vivanco Rioja Rsva 08,91.0,1044.68,11.48,16.99,750,113.0,1919.87,1223.28,12.55,68054.7,875.19,45.5859,1.24176,1.83776
9165,ULTRA BEVERAGE COMPANY LLP,23383,Vivanco Rioja Rsva 08,91.0,1044.68,11.48,16.99,750,160.0,2718.4,1342.21,17.81,68054.7,1673.72,61.57004,1.75824,2.60214
9165,ULTRA BEVERAGE COMPANY LLP,23383,Vivanco Rioja Rsva 08,91.0,1044.68,11.48,16.99,750,221.0,3754.79,2089.77,24.53,68054.7,2710.11,72.17741,2.42857,3.5942
9165,ULTRA BEVERAGE COMPANY LLP,40041,Nero D'Avola Donnafugata Scl,12.0,124.56,10.38,15.99,750,12.0,191.88,15.99,1.35,68054.7,67.32,35.08443,1.0,1.54046
9165,ULTRA BEVERAGE COMPANY LLP,40041,Nero D'Avola Donnafugata Scl,12.0,124.56,10.38,15.99,750,12.0,191.88,15.99,1.35,68054.7,67.32,35.08443,1.0,1.54046
9552,M S WALKER INC,26168,KJ Jackson Est Pnt Nr Anders,6.0,67.5,11.25,16.99,750,6.0,101.94,16.99,0.68,55551.82,34.44,33.78458,1.0,1.51022
9552,M S WALKER INC,26168,KJ Jackson Est Pnt Nr Anders,6.0,67.5,11.25,16.99,750,6.0,101.94,16.99,0.68,55551.82,34.44,33.78458,1.0,1.51022
9744,FREDERICK WILDMAN & SONS,25423,Pol Roger 02 Sir W Churchill,11.0,1664.96,151.36,220.99,750,8.0,1767.92,662.97,0.9,3999.93,102.96,5.82379,0.72727,1.06184
9744,FREDERICK WILDMAN & SONS,25423,Pol Roger 02 Sir W Churchill,11.0,1664.96,151.36,220.99,750,22.0,4861.78,1325.94,2.49,3999.93,3196.82,65.75411,2.0,2.92006
9744,FREDERICK WILDMAN & SONS,25423,Pol Roger 02 Sir W Churchill,11.0,1664.96,151.36,220.99,750,22.0,4861.78,1325.94,2.49,3999.93,3196.82,65.75411,2.0,2.92006
10754,PERFECTA WINES,23633,Chateau Simon Bordeaux Blanc,20.0,193.4,9.67,16.99,750,12.0,203.88,118.93,1.34,28720.52,10.48,5.14028,0.6,1.05419
10754,PERFECTA WINES,23633,Chateau Simon Bordeaux Blanc,20.0,193.4,9.67,16.99,750,18.0,305.82,203.88,1.99,28720.52,112.42,36.76019,0.9,1.58128
10754,PERFECTA WINES,23633,Chateau Simon Bordeaux Blanc,20.0,193.4,9.67,16.99,750,25.0,418.75,214.87,2.78,28720.52,225.35,53.81493,1.25,2.1652
10754,PERFECTA WINES,23633,Chateau Simon Bordeaux Blanc,20.0,193.4,9.67,16.99,750,12.0,203.88,118.93,1.34,28720.52,10.48,5.14028,0.6,1.05419
10754,PERFECTA WINES,23633,Chateau Simon Bordeaux Blanc,20.0,193.4,9.67,16.99,750,18.0,305.82,203.88,1.99,28720.52,112.42,36.76019,0.9,1.58128
10754,PERFECTA WINES,23633,Chateau Simon Bordeaux Blanc,20.0,193.4,9.67,16.99,750,25.0,418.75,214.87,2.78,28720.52,225.35,53.81493,1.25,2.1652
17035,PERNOD RICARD USA,18874,Jacobs Crk Sweet Red,6.0,24.3,4.05,8.99,750,6.0,41.94,6.99,0.68,123780.22,17.64,42.06009,1.0,1.72593
17035,PERNOD RICARD USA,18874,Jacobs Crk Sweet Red,6.0,24.3,4.05,8.99,750,6.0,41.94,6.99,0.68,123780.22,17.64,42.06009,1.0,1.72593
90024,VINILANDIA USA,14697,Ch Musar Jeune Rouge,12.0,163.2,13.6,19.99,750,12.0,239.88,19.99,1.35,2802.64,76.68,31.96598,1.0,1.46985
90024,VINILANDIA USA,14697,Ch Musar Jeune Rouge,12.0,163.2,13.6,19.99,750,12.0,239.88,19.99,1.35,2802.64,76.68,31.96598,1.0,1.46985
516,BANFI PRODUCTS CORP,22789,Bolla Prosecco 3pk/187mls,8.0,82.72,10.34,14.99,187,18.0,269.82,119.92,0.51,8510.41,187.1,69.34252,2.25,3.26185
516,BANFI PRODUCTS CORP,22789,Bolla Prosecco 3pk/187mls,8.0,82.72,10.34,14.99,187,11.0,164.89,89.94,0.32,8510.41,82.17,49.83322,1.375,1.99335
516,BANFI PRODUCTS CORP,22789,Bolla Prosecco 3pk/187mls,8.0,82.72,10.34,14.99,187,12.0,179.88,119.92,0.35,8510.41,97.16,54.01379,1.5,2.17456
516,BANFI PRODUCTS CORP,22789,Bolla Prosecco 3pk/187mls,8.0,82.72,10.34,14.99,187,9.0,134.91,119.92,0.27,8510.41,52.19,38.68505,1.125,1.63092
516,BANFI PRODUCTS CORP,22789,Bolla Prosecco 3pk/187mls,8.0,82.72,10.34,14.99,187,11.0,164.89,104.93,0.32,8510.41,82.17,49.83322,1.375,1.99335
516,BANFI PRODUCTS CORP,22789,Bolla Prosecco 3pk/187mls,8.0,82.72,10.34,14.99,187,25.0,374.75,149.9,0.71,8510.41,292.03,77.92662,3.125,4.53034
516,BANFI PRODUCTS CORP,22789,Bolla Prosecco 3pk/187mls,8.0,82.72,10.34,14.99,187,18.0,269.82,119.92,0.51,8510.41,187.1,69.34252,2.25,3.26185
516,BANFI PRODUCTS CORP,22789,Bolla Prosecco 3pk/187mls,8.0,82.72,10.34,14.99,187,11.0,164.89,89.94,0.32,8510.41,82.17,49.83322,1.375,1.99335
516,BANFI PRODUCTS CORP,22789,Bolla Prosecco 3pk/187mls,8.0,82.72,10.34,14.99,187,12.0,179.88,119.92,0.35,8510.41,97.16,54.01379,1.5,2.17456
516,BANFI PRODUCTS CORP,22789,Bolla Prosecco 3pk/187mls,8.0,82.72,10.34,14.99,187,9.0,134.91,119.92,0.27,8510.41,52.19,38.68505,1.125,1.63092
516,BANFI PRODUCTS CORP,22789,Bolla Prosecco 3pk/187mls,8.0,82.72,10.34,14.99,187,16.0,239.84,164.89,0.47,8510.41,157.12,65.51034,2.0,2.89942
516,BANFI PRODUCTS CORP,22789,Bolla Prosecco 3pk/187mls,8.0,82.72,10.34,14.99,187,22.0,329.78,104.93,0.62,8510.41,247.06,74.91661,2.75,3.9867
1128,BROWN-FORMAN CORP,2423,Early Times Mint Julep RTD,18.0,152.82,8.49,12.99,1000,18.0,233.82,12.99,2.7,68601.68,81.0,34.64203,1.0,1.53004
1128,BROWN-FORMAN CORP,2423,Early Times Mint Julep RTD,18.0,152.82,8.49,12.99,1000,18.0,233.82,12.99,2.7,68601.68,81.0,34.64203,1.0,1.53004
2000,SOUTHERN WINE & SPIRITS NE,23326,Ch Bernadotte Haut-Medoc 11,15.0,241.8,16.12,24.99,750,10.0,249.9,174.93,1.11,19016.59,8.1,3.2413,0.66667,1.0335
2000,SOUTHERN WINE & SPIRITS NE,23326,Ch Bernadotte Haut-Medoc 11,15.0,241.8,16.12,24.99,750,10.0,249.9,174.93,1.11,19016.59,8.1,3.2413,0.66667,1.0335
3960,DIAGEO NORTH AMERICA INC,3705,Smirnoff Sours Watermelon,87.0,62.64,0.72,0.99,50,130.0,128.7,2.97,6.82,257032.07,66.06,51.32867,1.49425,2.0546
3960,DIAGEO NORTH AMERICA INC,3705,Smirnoff Sours Watermelon,87.0,62.64,0.72,0.99,50,130.0,128.7,2.97,6.82,257032.07,66.06,51.32867,1.49425,2.0546
3960,DIAGEO NORTH AMERICA INC,6129,The Club Mudslide,5.0,7.25,1.45,1.99,200,11.0,21.89,1.99,2.31,257032.07,14.64,66.87985,2.2,3.01931
3960,DIAGEO NORTH AMERICA INC,6129,The Club Mudslide,5.0,7.25,1.45,1.99,200,7.0,13.93,9.95,1.47,257032.07,6.68,47.95406,1.4,1.92138
3960,DIAGEO NORTH AMERICA INC,6129,The Club Mudslide,5.0,7.25,1.45,1.99,200,8.0,15.92,3.98,1.68,257032.07,8.67,54.4598,1.6,2.19586
3960,DIAGEO NORTH AMERICA INC,6129,The Club Mudslide,5.0,7.25,1.45,1.99,200,11.0,21.89,9.95,2.31,257032.07,14.64,66.87985,2.2,3.01931
3960,DIAGEO NORTH AMERICA INC,6129,The Club Mudslide,5.0,7.25,1.45,1.99,200,11.0,21.89,1.99,2.31,257032.07,14.64,66.87985,2.2,3.01931
3960,DIAGEO NORTH AMERICA INC,6129,The Club Mudslide,5.0,7.25,1.45,1.99,200,7.0,13.93,9.95,1.47,257032.07,6.68,47.95406,1.4,1.92138
3960,DIAGEO NORTH AMERICA INC,6129,The Club Mudslide,5.0,7.25,1.45,1.99,200,8.0,15.92,3.98,1.68,257032.07,8.67,54.4598,1.6,2.19586
3960,DIAGEO NORTH AMERICA INC,6129,The Club Mudslide,5.0,7.25,1.45,1.99,200,11.0,21.89,9.95,2.31,257032.07,14.64,66.87985,2.2,3.01931
4425,MARTIGNETTI COMPANIES,2262,Black Button Citrus Gin,112.0,2374.4,21.2,35.99,750,100.0,2799.0,1427.49,78.8,144929.24,424.6,15.1697,0.89286,1.17882
4425,MARTIGNETTI COMPANIES,2262,Black Button Citrus Gin,112.0,2374.4,21.2,35.99,750,103.0,2890.97,1547.45,81.18,144929.24,516.57,17.8684,0.91964,1.21756
4425,MARTIGNETTI COMPANIES,13321,Collezione Monte d'Abruzzo,118.0,384.68,3.26,4.99,750,78.0,389.22,114.77,8.77,144929.24,4.54,1.16644,0.66102,1.0118
6785,PALM BAY INTERNATIONAL INC,22161,Santa Rita Organic Svgn Bl,1.0,3.35,3.35,4.99,750,1.0,9.99,9.99,0.11,13605.41,6.64,66.46647,1.0,2.98209
6785,PALM BAY INTERNATIONAL INC,22161,Santa Rita Organic Svgn Bl,1.0,3.35,3.35,4.99,750,1.0,9.99,9.99,0.11,13605.41,6.64,66.46647,1.0,2.98209
6785,PALM BAY INTERNATIONAL INC,36373,Cavit Pinot Noir Bottega Vi,24.0,241.44,10.06,14.99,750,24.0,359.76,29.98,2.7,13605.41,118.32,32.88859,1.0,1.49006
6785,PALM BAY INTERNATIONAL INC,36373,Cavit Pinot Noir Bottega Vi,24.0,241.44,10.06,14.99,750,24.0,359.76,29.98,2.7,13605.41,118.32,32.88859,1.0,1.49006
7245,PROXIMO SPIRITS INC.,8434,1800 Select Silver Tequila,11.0,224.73,20.43,27.99,750,14.0,419.86,179.94,11.02,38994.78,195.13,46.47502,1.27273,1.86829
7245,PROXIMO SPIRITS INC.,8434,1800 Select Silver Tequila,11.0,224.73,20.43,27.99,750,11.0,329.89,329.89,8.69,38994.78,105.16,31.87729,1.0,1.46794
