VendorNumber,VendorName,Brand,Description,TotalPurchaseQuantity,TotalPurchaseDollars,PurchasePrice,ActualPrice,Volume,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
388,ATLANTIC IMPORTING COMPANY,7241,Glendalough Poitin Shry Cask,31.0,641.08,20.68,34.99,750,25.0,749.75,719.76,2.75,211.74,108.67,14.49416,0.80645,1.16951
388,ATLANTIC IMPORTING COMPANY,7241,Glendalough Poitin Shry Cask,31.0,641.08,20.68,34.99,750,20.0,699.8,139.96,2.24,211.74,58.72,8.39097,0.64516,1.0916
388,ATLANTIC IMPORTING COMPANY,7241,Glendalough Poitin Shry Cask,31.0,641.08,20.68,34.99,750,25.0,749.75,719.76,2.75,211.74,108.67,14.49416,0.80645,1.16951
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,33.0,1165.89,35.33,46.99,1750,33.0,1550.67,422.91,60.65,89286.27,384.78,24.81379,1.0,1.33003
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,33.0,1165.89,35.33,46.99,1750,27.0,1268.73,892.81,49.62,89286.27,102.84,8.10574,0.81818,1.08821
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,33.0,1165.89,35.33,46.99,1750,26.0,1221.74,1033.78,47.8,89286.27,55.85,4.57135,0.78788,1.0479
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,33.0,1165.89,35.33,46.99,1750,42.0,1973.58,1174.75,77.2,89286.27,807.69,40.92512,1.27273,1.69277
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,33.0,1165.89,35.33,46.99,1750,26.0,1221.74,1080.77,47.81,89286.27,55.85,4.57135,0.78788,1.0479
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,33.0,1165.89,35.33,46.99,1750,40.0,1879.6,1550.67,73.53,89286.27,713.71,37.97138,1.21212,1.61216
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,33.0,1165.89,35.33,46.99,1750,33.0,1550.67,422.91,60.65,89286.27,384.78,24.81379,1.0,1.33003
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,33.0,1165.89,35.33,46.99,1750,27.0,1268.73,892.81,49.62,89286.27,102.84,8.10574,0.81818,1.08821
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,33.0,1165.89,35.33,46.99,1750,28.0,1315.72,1080.77,51.47,89286.27,149.83,11.38768,0.84848,1.12851
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,33.0,1165.89,35.33,46.99,1750,28.0,1315.72,986.79,51.48,89286.27,149.83,11.38768,0.84848,1.12851
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,33.0,1165.89,35.33,46.99,1750,36.0,1691.64,1127.76,66.18,89286.27,525.75,31.07931,1.09091,1.45094
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,33.0,1165.89,35.33,46.99,1750,30.0,1409.7,1268.73,55.17,89286.27,243.81,17.29517,0.90909,1.20912
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,33.0,1165.89,35.33,46.99,1750,37.0,1738.63,1409.7,68.01,89286.27,572.74,32.94203,1.12121,1.49125
1128,BROWN-FORMAN CORP,1051,Woodford Reserve MC 1838,13.0,970.06,74.62,99.99,750,17.0,1529.83,989.89,13.41,68601.68,559.77,36.59034,1.30769,1.57705
1128,BROWN-FORMAN CORP,1051,Woodford Reserve MC 1838,13.0,970.06,74.62,99.99,750,14.0,1259.86,1169.87,11.05,68601.68,289.8,23.00256,1.07692,1.29874
1128,BROWN-FORMAN CORP,1051,Woodford Reserve MC 1838,13.0,970.06,74.62,99.99,750,12.0,1099.88,1099.88,9.48,68601.68,129.82,11.80311,0.92308,1.13383
1128,BROWN-FORMAN CORP,1051,Woodford Reserve MC 1838,13.0,970.06,74.62,99.99,750,10.0,999.9,699.93,7.88,68601.68,29.84,2.9843,0.76923,1.03076
1128,BROWN-FORMAN CORP,1051,Woodford Reserve MC 1838,13.0,970.06,74.62,99.99,750,10.0,999.9,999.9,7.9,68601.68,29.84,2.9843,0.76923,1.03076
1128,BROWN-FORMAN CORP,1051,Woodford Reserve MC 1838,13.0,970.06,74.62,99.99,750,15.0,1349.85,719.92,11.82,68601.68,379.79,28.13572,1.15385,1.39151
1128,BROWN-FORMAN CORP,1051,Woodford Reserve MC 1838,13.0,970.06,74.62,99.99,750,16.0,1439.84,1439.84,12.64,68601.68,469.78,32.62724,1.23077,1.48428
2000,SOUTHERN WINE & SPIRITS NE,19968,Ch Clerc Milon 10,3.0,257.13,85.71,125.99,750,3.0,377.97,125.99,0.34,19016.59,120.84,31.97079,1.0,1.46996
2000,SOUTHERN WINE & SPIRITS NE,19968,Ch Clerc Milon 10,3.0,257.13,85.71,125.99,750,4.0,503.96,251.98,0.44,19016.59,246.83,48.97809,1.33333,1.95994
2000,SOUTHERN WINE & SPIRITS NE,19968,Ch Clerc Milon 10,3.0,257.13,85.71,125.99,750,7.0,881.93,503.96,0.78,19016.59,624.8,70.84462,2.33333,3.4299
2000,SOUTHERN WINE & SPIRITS NE,19968,Ch Clerc Milon 10,3.0,257.13,85.71,125.99,750,3.0,377.97,251.98,0.33,19016.59,120.84,31.97079,1.0,1.46996
2000,SOUTHERN WINE & SPIRITS NE,19968,Ch Clerc Milon 10,3.0,257.13,85.71,125.99,750,3.0,377.97,125.99,0.34,19016.59,120.84,31.97079,1.0,1.46996
2000,SOUTHERN WINE & SPIRITS NE,19968,Ch Clerc Milon 10,3.0,257.13,85.71,125.99,750,3.0,377.97,251.98,0.33,19016.59,120.84,31.97079,1.0,1.46996
2000,SOUTHERN WINE & SPIRITS NE,19968,Ch Clerc Milon 10,3.0,257.13,85.71,125.99,750,4.0,503.96,251.98,0.45,19016.59,246.83,48.97809,1.33333,1.95994
2000,SOUTHERN WINE & SPIRITS NE,19968,Ch Clerc Milon 10,3.0,257.13,85.71,125.99,750,3.0,377.97,377.97,0.33,19016.59,120.84,31.97079,1.0,1.46996
4425,MARTIGNETTI COMPANIES,23107,Duckhorn Howell Mtn Cab Svgn,16.0,1754.72,109.67,169.99,1500,12.0,2039.88,849.95,2.71,144929.24,285.16,13.97925,0.75,1.16251
7153,PINE STATE TRADING CO,14360,Redtree Moscato,1.0,5.8,5.8,8.99,750,1.0,8.99,8.99,0.11,15884.82,3.19,35.48387,1.0,1.55
7153,PINE STATE TRADING CO,14360,Redtree Moscato,1.0,5.8,5.8,8.99,750,1.0,8.99,8.99,0.11,15884.82,3.19,35.48387,1.0,1.55
7749,R.P.IMPORTS INC,19054,Chateau Gazin Pomerol 10,3.0,268.95,89.65,129.99,750,3.0,389.97,129.99,0.34,91.5,121.02,31.03316,1.0,1.44997
7749,R.P.IMPORTS INC,19054,Chateau Gazin Pomerol 10,3.0,268.95,89.65,129.99,750,3.0,389.97,129.99,0.34,91.5,121.02,31.03316,1.0,1.44997
8004,SAZERAC CO INC,2664,Firefly Moonshine,74.0,777.0,10.5,16.99,750,77.0,1115.73,507.15,60.65,50293.62,338.73,30.3595,1.04054,1.43595
8004,SAZERAC CO INC,2664,Firefly Moonshine,74.0,777.0,10.5,16.99,750,66.0,958.84,784.96,52.05,50293.62,181.84,18.96458,0.89189,1.23403
8004,SAZERAC CO INC,2664,Firefly Moonshine,74.0,777.0,10.5,16.99,750,76.0,1101.24,521.64,59.88,50293.62,324.24,29.44317,1.02703,1.4173
9165,ULTRA BEVERAGE COMPANY LLP,19552,Tenuta Alzatura Sagrantino,117.0,1509.3,12.9,37.99,750,88.0,1759.12,239.88,9.89,68054.7,249.82,14.20142,0.75214,1.16552
9552,M S WALKER INC,19558,Verite La Joie Red Sonoma,3.0,867.33,289.11,424.99,750,3.0,1274.97,424.99,0.34,55551.82,407.64,31.97252,1.0,1.46999
9552,M S WALKER INC,19558,Verite La Joie Red Sonoma,3.0,867.33,289.11,424.99,750,5.0,2124.95,849.98,0.56,55551.82,1257.62,59.18351,1.66667,2.44999
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,6.0,179.94,179.94,4.74,28720.52,157.73,87.657,6.0,8.10176
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,3.0,89.97,89.97,2.37,28720.52,67.76,75.31399,3.0,4.05088
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,4.0,119.96,119.96,3.16,28720.52,97.75,81.4855,4.0,5.40117
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,5.0,149.95,149.95,3.95,28720.52,127.74,85.1884,5.0,6.75146
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,8.0,239.92,239.92,6.32,28720.52,217.71,90.74275,8.0,10.80234
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,11.0,329.89,299.9,8.68,28720.52,307.68,93.26745,11.0,14.85322
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,11.0,329.89,299.9,8.68,28720.52,307.68,93.26745,11.0,14.85322
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,8.0,239.92,239.92,6.32,28720.52,217.71,90.74275,8.0,10.80234
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,20.0,599.8,509.83,15.77,28720.52,577.59,96.2971,20.0,27.00585
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,29.0,869.71,809.73,22.89,28720.52,847.5,97.44628,29.0,39.15849
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,23.0,689.77,689.77,18.17,28720.52,667.56,96.78009,23.0,31.05673
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,30.0,899.7,689.77,23.67,28720.52,877.49,97.5314,30.0,40.50878
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,3.0,89.97,89.97,2.37,28720.52,67.76,75.31399,3.0,4.05088
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,4.0,119.96,119.96,3.16,28720.52,97.75,81.4855,4.0,5.40117
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,5.0,149.95,149.95,3.95,28720.52,127.74,85.1884,5.0,6.75146
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,4.0,119.96,119.96,3.16,28720.52,97.75,81.4855,4.0,5.40117
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,3.0,89.97,89.97,2.37,28720.52,67.76,75.31399,3.0,4.05088
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,8.0,239.92,239.92,6.32,28720.52,217.71,90.74275,8.0,10.80234
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,12.0,359.88,329.89,9.47,28720.52,337.67,93.8285,12.0,16.20351
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,11.0,329.89,299.9,8.68,28720.52,307.68,93.26745,11.0,14.85322
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,7.0,209.93,209.93,5.53,28720.52,187.72,89.42028,7.0,9.45205
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,23.0,689.77,599.8,18.14,28720.52,667.56,96.78009,23.0,31.05673
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,31.0,929.69,869.71,24.47,28720.52,907.48,97.61103,31.0,41.85907
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,20.0,599.8,599.8,15.8,28720.52,577.59,96.2971,20.0,27.00585
480,BACARDI USA INC,3611,Grey Goose La Poire Vodka,30.0,165.0,5.5,14.99,375,22.0,329.78,29.98,8.66,89286.27,164.78,49.96664,0.73333,1.99867
480,BACARDI USA INC,3611,Grey Goose La Poire Vodka,30.0,165.0,5.5,14.99,375,22.0,329.78,29.98,8.66,89286.27,164.78,49.96664,0.73333,1.99867
516,BANFI PRODUCTS CORP,18807,C Y Toro Diablo Red,1.0,7.94,7.94,11.99,750,1.0,11.99,11.99,0.11,8510.41,4.05,33.77815,1.0,1.51008
516,BANFI PRODUCTS CORP,18807,C Y Toro Diablo Red,1.0,7.94,7.94,11.99,750,1.0,11.99,11.99,0.11,8510.41,4.05,33.77815,1.0,1.51008
3252,E & J GALLO WINERY,7344,Viniq Shimmery Liqueur,47.0,363.78,7.74,12.99,375,36.0,395.64,318.71,14.1,61966.91,31.86,8.05278,0.76596,1.08758
3252,E & J GALLO WINERY,7344,Viniq Shimmery Liqueur,47.0,363.78,7.74,12.99,375,64.0,703.36,483.56,25.07,61966.91,339.58,48.27969,1.3617,1.93348
3252,E & J GALLO WINERY,7344,Viniq Shimmery Liqueur,47.0,363.78,7.74,12.99,375,59.0,648.41,450.59,23.12,61966.91,284.63,43.89661,1.25532,1.78242
3252,E & J GALLO WINERY,7344,Viniq Shimmery Liqueur,47.0,363.78,7.74,12.99,375,76.0,835.24,758.31,29.71,61966.91,471.46,56.44605,1.61702,2.296
3252,E & J GALLO WINERY,7344,Viniq Shimmery Liqueur,47.0,363.78,7.74,12.99,375,45.0,494.55,406.63,17.62,61966.91,130.77,26.44222,0.95745,1.35948
3252,E & J GALLO WINERY,7344,Viniq Shimmery Liqueur,47.0,363.78,7.74,12.99,375,53.0,582.47,395.64,20.76,61966.91,218.69,37.54528,1.12766,1.60116
3252,E & J GALLO WINERY,7344,Viniq Shimmery Liqueur,47.0,363.78,7.74,12.99,375,73.0,802.27,582.47,28.6,61966.91,438.49,54.65616,1.55319,2.20537
3664,WILLIAM GRANT & SONS INC,2714,Glenfiddich The Original,14.0,1068.62,76.33,99.99,750,22.0,2199.78,399.96,17.33,30234.42,1131.16,51.42151,1.57143,2.05852
3664,WILLIAM GRANT & SONS INC,2714,Glenfiddich The Original,14.0,1068.62,76.33,99.99,750,13.0,1299.87,999.9,10.25,30234.42,231.25,17.79024,0.92857,1.2164
3664,WILLIAM GRANT & SONS INC,2714,Glenfiddich The Original,14.0,1068.62,76.33,99.99,750,22.0,2199.78,399.96,17.33,30234.42,1131.16,51.42151,1.57143,2.05852
3664,WILLIAM GRANT & SONS INC,2714,Glenfiddich The Original,14.0,1068.62,76.33,99.99,750,13.0,1299.87,999.9,10.25,30234.42,231.25,17.79024,0.92857,1.2164
3960,DIAGEO NORTH AMERICA INC,1063,Ciroc Pineapple Vodka,18.0,456.66,25.37,33.99,1000,24.0,815.76,169.95,25.2,257032.07,359.1,44.0203,1.33333,1.78636
3960,DIAGEO NORTH AMERICA INC,1063,Ciroc Pineapple Vodka,18.0,456.66,25.37,33.99,1000,18.0,611.82,33.99,18.9,257032.07,155.16,25.3604,1.0,1.33977
3960,DIAGEO NORTH AMERICA INC,1761,Bulleit 95 Rye,1.0,27.77,27.77,34.99,1000,1.0,34.99,34.99,1.05,257032.07,7.22,20.63447,1.0,1.25999
3960,DIAGEO NORTH AMERICA INC,1761,Bulleit 95 Rye,1.0,27.77,27.77,34.99,1000,1.0,34.99,34.99,1.05,257032.07,7.22,20.63447,1.0,1.25999
3960,DIAGEO NORTH AMERICA INC,3707,Smirnoff Ruby Red Grapefruit,352.0,260.48,0.74,0.99,50,284.0,281.16,63.36,14.81,257032.07,20.68,7.35524,0.80682,1.07939
3960,DIAGEO NORTH AMERICA INC,3707,Smirnoff Ruby Red Grapefruit,352.0,260.48,0.74,0.99,50,408.0,403.92,68.31,21.34,257032.07,143.44,35.51198,1.15909,1.55068
3960,DIAGEO NORTH AMERICA INC,3707,Smirnoff Ruby Red Grapefruit,352.0,260.48,0.74,0.99,50,375.0,371.25,77.22,19.49,257032.07,110.77,29.83704,1.06534,1.42525
3960,DIAGEO NORTH AMERICA INC,3707,Smirnoff Ruby Red Grapefruit,352.0,260.48,0.74,0.99,50,353.0,349.47,71.28,18.43,257032.07,88.99,25.46427,1.00284,1.34164
3960,DIAGEO NORTH AMERICA INC,3707,Smirnoff Ruby Red Grapefruit,352.0,260.48,0.74,0.99,50,462.0,457.38,61.38,24.17,257032.07,196.9,43.04954,1.3125,1.75591
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,3.0,104.97,69.98,0.33,144929.24,81.0,77.1649,3.0,4.37922
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,2.0,69.98,69.98,0.22,144929.24,46.01,65.74736,2.0,2.91948
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,3.0,104.97,104.97,0.33,144929.24,81.0,77.1649,3.0,4.37922
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,7.0,244.93,209.94,0.77,144929.24,220.96,90.21353,7.0,10.21819
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,5.0,174.95,174.95,0.55,144929.24,150.98,86.29894,5.0,7.29871
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,7.0,244.93,174.95,0.77,144929.24,220.96,90.21353,7.0,10.21819
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,5.0,174.95,139.96,0.55,144929.24,150.98,86.29894,5.0,7.29871
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,6.0,209.94,209.94,0.66,144929.24,185.97,88.58245,6.0,8.75845
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,10.0,349.9,314.91,1.1,144929.24,325.93,93.14947,10.0,14.59741
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,8.0,279.92,209.94,0.89,144929.24,255.95,91.43684,8.0,11.67793
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,11.0,384.89,349.9,1.21,144929.24,360.92,93.77225,11.0,16.05715
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,3.0,104.97,104.97,0.33,144929.24,81.0,77.1649,3.0,4.37922
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,8.0,279.92,244.93,0.88,144929.24,255.95,91.43684,8.0,11.67793
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,3.0,104.97,69.98,0.33,144929.24,81.0,77.1649,3.0,4.37922
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,4.0,139.96,139.96,0.44,144929.24,115.99,82.87368,4.0,5.83897
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,8.0,279.92,244.93,0.88,144929.24,255.95,91.43684,8.0,11.67793
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,6.0,209.94,209.94,0.66,144929.24,185.97,88.58245,6.0,8.75845
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,6.0,209.94,139.96,0.66,144929.24,185.97,88.58245,6.0,8.75845
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,5.0,174.95,139.96,0.55,144929.24,150.98,86.29894,5.0,7.29871
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,8.0,279.92,244.93,0.88,144929.24,255.95,91.43684,8.0,11.67793
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,9.0,314.91,314.91,0.99,144929.24,290.94,92.3883,9.0,13.13767
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,7.0,244.93,174.95,0.78,144929.24,220.96,90.21353,7.0,10.21819
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,11.0,384.89,349.9,1.21,144929.24,360.92,93.77225,11.0,16.05715
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,4.0,139.96,139.96,0.44,144929.24,115.99,82.87368,4.0,5.83897
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,1.0,23.97,23.97,34.99,750,7.0,244.93,209.94,0.77,144929.24,220.96,90.21353,7.0,10.21819
4425,MARTIGNETTI COMPANIES,38714,Dom Clape Cornas Rd,3.0,194.58,64.86,95.99,750,3.0,287.97,287.97,0.33,144929.24,93.39,32.43046,1.0,1.47996
4425,MARTIGNETTI COMPANIES,38714,Dom Clape Cornas Rd,3.0,194.58,64.86,95.99,750,6.0,575.94,287.97,0.67,144929.24,381.36,66.21523,2.0,2.95991
4425,MARTIGNETTI COMPANIES,38714,Dom Clape Cornas Rd,3.0,194.58,64.86,95.99,750,3.0,287.97,287.97,0.33,144929.24,93.39,32.43046,1.0,1.47996
4425,MARTIGNETTI COMPANIES,38714,Dom Clape Cornas Rd,3.0,194.58,64.86,95.99,750,3.0,287.97,191.98,0.33,144929.24,93.39,32.43046,1.0,1.47996
4425,MARTIGNETTI COMPANIES,38714,Dom Clape Cornas Rd,3.0,194.58,64.86,95.99,750,3.0,287.97,95.99,0.34,144929.24,93.39,32.43046,1.0,1.47996
7153,PINE STATE TRADING CO,22941,Haut-Bailly Pessc Leognan 06,10.0,2251.5,225.15,348.99,1500,7.0,2442.93,1046.97,1.57,15884.82,191.43,7.83608,0.7,1.08502
7153,PINE STATE TRADING CO,22941,Haut-Bailly Pessc Leognan 06,10.0,2251.5,225.15,348.99,1500,7.0,2442.93,697.98,1.58,15884.82,191.43,7.83608,0.7,1.08502
7153,PINE STATE TRADING CO,22941,Haut-Bailly Pessc Leognan 06,10.0,2251.5,225.15,348.99,1500,11.0,3838.89,1395.96,2.47,15884.82,1587.39,41.35023,1.1,1.70504
7153,PINE STATE TRADING CO,23832,Manon Rose de Provence,36.0,212.76,5.91,8.99,375,36.0,323.64,8.99,2.02,15884.82,110.88,34.26029,1.0,1.52115
7153,PINE STATE TRADING CO,23832,Manon Rose de Provence,36.0,212.76,5.91,8.99,375,36.0,323.64,8.99,2.02,15884.82,110.88,34.26029,1.0,1.52115
7153,PINE STATE TRADING CO,25842,Ch Bois du Fil Brdx,12.0,118.32,9.86,14.99,750,12.0,179.88,14.99,1.35,15884.82,61.56,34.22282,1.0,1.52028
7153,PINE STATE TRADING CO,25842,Ch Bois du Fil Brdx,12.0,118.32,9.86,14.99,750,12.0,179.88,14.99,1.35,15884.82,61.56,34.22282,1.0,1.52028
9552,M S WALKER INC,26943,Jordan Cab Svgn Alex Valley,127.0,4204.97,33.11,49.99,750,117.0,5848.83,2449.51,13.03,55551.82,1643.86,28.10579,0.92126,1.39093
9552,M S WALKER INC,26943,Jordan Cab Svgn Alex Valley,127.0,4204.97,33.11,49.99,750,110.0,5498.9,2299.54,12.25,55551.82,1293.93,23.53071,0.86614,1.30771
10754,PERFECTA WINES,21483,Ch Haut Bages Liberal Paulic,3.0,108.87,36.29,52.99,750,4.0,211.96,105.98,0.45,28720.52,103.09,48.63654,1.33333,1.94691
10754,PERFECTA WINES,21483,Ch Haut Bages Liberal Paulic,3.0,108.87,36.29,52.99,750,3.0,158.97,52.99,0.34,28720.52,50.1,31.51538,1.0,1.46018
10754,PERFECTA WINES,21483,Ch Haut Bages Liberal Paulic,3.0,108.87,36.29,52.99,750,3.0,158.97,52.99,0.34,28720.52,50.1,31.51538,1.0,1.46018
10754,PERFECTA WINES,21483,Ch Haut Bages Liberal Paulic,3.0,108.87,36.29,52.99,750,4.0,211.96,105.98,0.45,28720.52,103.09,48.63654,1.33333,1.94691
10754,PERFECTA WINES,21483,Ch Haut Bages Liberal Paulic,3.0,108.87,36.29,52.99,750,3.0,158.97,52.99,0.34,28720.52,50.1,31.51538,1.0,1.46018
10754,PERFECTA WINES,21483,Ch Haut Bages Liberal Paulic,3.0,108.87,36.29,52.99,750,4.0,211.96,105.98,0.45,28720.52,103.09,48.63654,1.33333,1.94691
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,3.0,224.97,224.97,0.33,28720.52,175.31,77.92595,3.0,4.53021
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,4.0,299.96,299.96,0.44,28720.52,250.3,83.44446,4.0,6.04027
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,2.0,149.98,149.98,0.22,28720.52,100.32,66.88892,2.0,3.02014
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,1.0,74.99,74.99,0.11,28720.52,25.33,33.77784,1.0,1.51007
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,1.0,74.99,74.99,0.11,28720.52,25.33,33.77784,1.0,1.51007
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,1.0,74.99,74.99,0.11,28720.52,25.33,33.77784,1.0,1.51007
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,3.0,224.97,149.98,0.33,28720.52,175.31,77.92595,3.0,4.53021
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,2.0,149.98,149.98,0.22,28720.52,100.32,66.88892,2.0,3.02014
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,1.0,74.99,74.99,0.11,28720.52,25.33,33.77784,1.0,1.51007
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,3.0,224.97,224.97,0.33,28720.52,175.31,77.92595,3.0,4.53021
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,5.0,374.95,374.95,0.55,28720.52,325.29,86.75557,5.0,7.55034
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,2.0,149.98,149.98,0.22,28720.52,100.32,66.88892,2.0,3.02014
10754,PERFECTA WINES,23753,Ch Grand Puy-Lacoste 12 Paul,1.0,49.66,49.66,74.99,750,1.0,74.99,74.99,0.11,28720.52,25.33,33.77784,1.0,1.51007
